task_number	 question_number	 questionnaire_name	 question_nameeeeeeeeeeeee	 question_response	 attempt	 study_name	 session_id
4	2	selfwords2	sw2scale	3	1	jiang.selfother1	10295928
4	3	selfwords2	sw2valoakrt	19298	1	jiang.selfother1	10295928
4	3	selfwords2	sw2valoak	7	1	jiang.selfother1	10295928
4	4	selfwords2	sw2cogaffoak	6	1	jiang.selfother1	10295928
4	4	selfwords2	sw2cogaffoakrt	20554	1	jiang.selfother1	10295928
4	5	selfwords2	sw2valmaple	7	1	jiang.selfother1	10295928
4	5	selfwords2	sw2valmaplert	5436	1	jiang.selfother1	10295928
4	6	selfwords2	sw2cogaffmaplert	12062	1	jiang.selfother1	10295928
4	6	selfwords2	sw2cogaffmaple	6	1	jiang.selfother1	10295928
6	1001	iatselfcog	block3Cond	Feeling/Other,Thinking/Self	1	jiang.selfother1	10295928
6	1002	iatselfcog	feedback	Your data suggest little or no automatic association between Self and Other with Thinking and Feeling.	1	jiang.selfother1	10295928
6	1003	iatselfcog	d	-0.03	1	jiang.selfother1	10295928
2	0	realstart	commit	I will complete this study with my full attention	1	jiang.selfother1	10295929
2	0	realstart	commitrt	2166310	1	jiang.selfother1	10295929
2	0	realstart	commit	I will complete this study with my full attention.	1	jiang.selfother1	10295931
2	0	realstart	commitrt	30837	1	jiang.selfother1	10295931
4	1	selfwords1	sw1choosert	164600	1	jiang.selfother1	10295931
4	1	selfwords1	sw1choose	2	1	jiang.selfother1	10295931
4	2	selfwords1	sw1scalert	27903	1	jiang.selfother1	10295931
4	2	selfwords1	sw1scale	3	1	jiang.selfother1	10295931
4	3	selfwords1	sw1valmaple	4	1	jiang.selfother1	10295931
4	3	selfwords1	sw1valmaplert	16840	1	jiang.selfother1	10295931
4	4	selfwords1	sw1cogaffmaplert	39824	1	jiang.selfother1	10295931
4	4	selfwords1	sw1cogaffmaple	6	1	jiang.selfother1	10295931
4	5	selfwords1	sw1valoak	6	1	jiang.selfother1	10295931
4	5	selfwords1	sw1valoakrt	22161	1	jiang.selfother1	10295931
4	6	selfwords1	sw1cogaffoakrt	22498	1	jiang.selfother1	10295931
4	6	selfwords1	sw1cogaffoak	6	1	jiang.selfother1	10295931
6	1001	iatselfcog	block3Cond	Feeling/Other,Thinking/Self	1	jiang.selfother1	10295931
6	1002	iatselfcog	feedback	Your data suggest a moderate automatic association for Other with Feeling and Self with Thinking.	1	jiang.selfother1	10295931
6	1003	iatselfcog	d	0.58	1	jiang.selfother1	10295931
2	0	realstart	commitrt	53241	1	jiang.selfother1	10295933
2	0	realstart	commit	I will complete this study with my full attention	1	jiang.selfother1	10295933
4	1	otherimages1	oi1choose	1	1	jiang.selfother1	10295933
4	1	otherimages1	oi1choosert	42504	1	jiang.selfother1	10295933
4	2	otherimages1	oi1scale	4	1	jiang.selfother1	10295933
4	2	otherimages1	oi1scalert	12363	1	jiang.selfother1	10295933
4	3	otherimages1	oi1valRichrt	14272	1	jiang.selfother1	10295933
4	3	otherimages1	oi1valRich	5	1	jiang.selfother1	10295933
4	4	otherimages1	oi1cogaffRich	2	1	jiang.selfother1	10295933
4	4	otherimages1	oi1cogaffRichrt	24250	1	jiang.selfother1	10295933
4	5	otherimages1	oi1valNorth	5	1	jiang.selfother1	10295933
4	5	otherimages1	oi1valNorthrt	18866	1	jiang.selfother1	10295933
4	6	otherimages1	oi1cogaffNorth	6	1	jiang.selfother1	10295933
4	6	otherimages1	oi1cogaffNorthrt	4412	1	jiang.selfother1	10295933
6	1001	iatselfcog	block3Cond	Feeling/Other,Thinking/Self	1	jiang.selfother1	10295933
6	1002	iatselfcog	feedback	Your data suggest a slight automatic association for Other with Feeling and Self with Thinking.	1	jiang.selfother1	10295933
6	1003	iatselfcog	d	0.31	1	jiang.selfother1	10295933
2	0	realstart	commitrt	66215	1	jiang.selfother1	10295937
2	0	realstart	commit	I will complete this study with my full attention.	1	jiang.selfother1	10295937
4	1	selfimages2	si2choosert	144608	1	jiang.selfother1	10295937
4	1	selfimages2	si2choose	1	1	jiang.selfother1	10295937
4	2	selfimages2	si2scale	5	1	jiang.selfother1	10295937
4	2	selfimages2	si2scalert	49917	1	jiang.selfother1	10295937
4	3	selfimages2	si2valNorthrt	22487	1	jiang.selfother1	10295937
4	3	selfimages2	si2valNorth	6	1	jiang.selfother1	10295937
4	4	selfimages2	si2cogaffNorthrt	59575	1	jiang.selfother1	10295937
4	4	selfimages2	si2cogaffNorth	6	1	jiang.selfother1	10295937
4	5	selfimages2	si2valRich	6	1	jiang.selfother1	10295937
4	5	selfimages2	si2valRichrt	45791	1	jiang.selfother1	10295937
4	6	selfimages2	si2cogaffRichrt	36129	1	jiang.selfother1	10295937
4	6	selfimages2	si2cogaffRich	3	1	jiang.selfother1	10295937
6	1001	iatselfcog	block3Cond	Thinking/Other,Feeling/Self	1	jiang.selfother1	10295937
6	1002	iatselfcog	feedback	Your data suggest a moderate automatic association for Other with Thinking and Self with Feeling.	1	jiang.selfother1	10295937
6	1003	iatselfcog	d	-0.56	1	jiang.selfother1	10295937
2	0	realstart	commitrt	45124	1	jiang.selfother1	10295938
2	0	realstart	commit	I will complete this study with my full attention	1	jiang.selfother1	10295938
4	1	otherimages2	oi2choose	1	1	jiang.selfother1	10295938
4	1	otherimages2	oi2choosert	39147	1	jiang.selfother1	10295938
4	2	otherimages2	oi2scalert	8594	1	jiang.selfother1	10295938
4	2	otherimages2	oi2scale	4	1	jiang.selfother1	10295938
4	3	otherimages2	oi2valNorth	5	1	jiang.selfother1	10295938
4	3	otherimages2	oi2valNorthrt	24091	1	jiang.selfother1	10295938
4	4	otherimages2	oi2cogaffNorthrt	33146	1	jiang.selfother1	10295938
4	4	otherimages2	oi2cogaffNorth	5	1	jiang.selfother1	10295938
4	5	otherimages2	oi2valRichrt	7163	1	jiang.selfother1	10295938
4	5	otherimages2	oi2valRich	5	1	jiang.selfother1	10295938
4	6	otherimages2	oi2cogaffRichrt	8643	1	jiang.selfother1	10295938
4	6	otherimages2	oi2cogaffRich	6	1	jiang.selfother1	10295938
6	1001	iatselfcog	block3Cond	Feeling/Other,Thinking/Self	1	jiang.selfother1	10295938
6	1002	iatselfcog	feedback	Your data suggest a slight automatic association for Other with Feeling and Self with Thinking.	1	jiang.selfother1	10295938
6	1003	iatselfcog	d	0.29	1	jiang.selfother1	10295938
2	0	realstart	commitrt	35325	1	jiang.selfother1	10295939
2	0	realstart	commit	"I will complete this study with my full attention."	1	jiang.selfother1	10295939
4	1	selfimages1	si1choosert	49325	1	jiang.selfother1	10295939
4	1	selfimages1	si1choose	2	1	jiang.selfother1	10295939
4	2	selfimages1	si1scalert	7360	1	jiang.selfother1	10295939
4	2	selfimages1	si1scale	3	1	jiang.selfother1	10295939
4	3	selfimages1	si1valRich	5	1	jiang.selfother1	10295939
4	3	selfimages1	si1valRichrt	10653	1	jiang.selfother1	10295939
4	4	selfimages1	si1cogaffRichrt	14452	1	jiang.selfother1	10295939
4	4	selfimages1	si1cogaffRich	6	1	jiang.selfother1	10295939
4	5	selfimages1	si1valNorthrt	6825	1	jiang.selfother1	10295939
4	5	selfimages1	si1valNorth	7	1	jiang.selfother1	10295939
4	6	selfimages1	si1cogaffNorth	7	1	jiang.selfother1	10295939
4	6	selfimages1	si1cogaffNorthrt	5245	1	jiang.selfother1	10295939
6	1001	iatselfcog	block3Cond	Feeling/Other,Thinking/Self	1	jiang.selfother1	10295939
6	1002	iatselfcog	feedback	Your data suggest little or no automatic association between Self and Other with Thinking and Feeling.	1	jiang.selfother1	10295939
6	1003	iatselfcog	d	-0.14	1	jiang.selfother1	10295939
2	0	realstart	commit	I will complete this study with my full attention.	1	jiang.selfother1	10295942
2	0	realstart	commitrt	25616	1	jiang.selfother1	10295942
4	1	otherimages1	oi1choose	2	1	jiang.selfother1	10295942
4	1	otherimages1	oi1choosert	34650	1	jiang.selfother1	10295942
4	2	otherimages1	oi1scalert	11901	1	jiang.selfother1	10295942
4	2	otherimages1	oi1scale	1	1	jiang.selfother1	10295942
4	3	otherimages1	oi1valRichrt	11293	1	jiang.selfother1	10295942
4	3	otherimages1	oi1valRich	7	1	jiang.selfother1	10295942
4	4	otherimages1	oi1cogaffRichrt	25060	1	jiang.selfother1	10295942
4	4	otherimages1	oi1cogaffRich	2	1	jiang.selfother1	10295942
4	5	otherimages1	oi1valNorth	7	1	jiang.selfother1	10295942
4	5	otherimages1	oi1valNorthrt	16201	1	jiang.selfother1	10295942
4	6	otherimages1	oi1cogaffNorthrt	11733	1	jiang.selfother1	10295942
4	6	otherimages1	oi1cogaffNorth	7	1	jiang.selfother1	10295942
6	1001	iatselfcog	block3Cond	Feeling/Other,Thinking/Self	1	jiang.selfother1	10295942
6	1002	iatselfcog	feedback	Your data suggest a strong automatic association for Other with Feeling and Self with Thinking.	1	jiang.selfother1	10295942
6	1003	iatselfcog	d	1.13	1	jiang.selfother1	10295942
2	0	realstart	commitrt	26990	1	jiang.selfother1	10295943
2	0	realstart	commit	I will complete this study with my full attention.	1	jiang.selfother1	10295943
4	1	selfwords2	sw2choose	1	1	jiang.selfother1	10295943
4	1	selfwords2	sw2choosert	92144	1	jiang.selfother1	10295943
4	2	selfwords2	sw2scale	4	1	jiang.selfother1	10295943
4	2	selfwords2	sw2scalert	9598	1	jiang.selfother1	10295943
4	3	selfwords2	sw2valoak	6	1	jiang.selfother1	10295943
4	3	selfwords2	sw2valoakrt	14837	1	jiang.selfother1	10295943
4	4	selfwords2	sw2cogaffoakrt	15585	1	jiang.selfother1	10295943
4	4	selfwords2	sw2cogaffoak	7	1	jiang.selfother1	10295943
4	5	selfwords2	sw2valmaplert	10529	1	jiang.selfother1	10295943
4	5	selfwords2	sw2valmaple	4	1	jiang.selfother1	10295943
4	6	selfwords2	sw2cogaffmaplert	31043	1	jiang.selfother1	10295943
4	6	selfwords2	sw2cogaffmaple	5	1	jiang.selfother1	10295943
6	1001	iatselfcog	block3Cond	Feeling/Other,Thinking/Self	1	jiang.selfother1	10295943
6	1002	iatselfcog	feedback	Your data suggest a slight automatic association for Other with Thinking and Self with Feeling.	1	jiang.selfother1	10295943
6	1003	iatselfcog	d	-0.33	1	jiang.selfother1	10295943
2	0	realstart	commitrt	58534	1	jiang.selfother1	10295957
2	0	realstart	commit	I will complete this study with my full attention	1	jiang.selfother1	10295957
4	1	otherimages1	oi1choosert	27263	1	jiang.selfother1	10295957
4	1	otherimages1	oi1choose	2	1	jiang.selfother1	10295957
4	2	otherimages1	oi1scalert	12495	1	jiang.selfother1	10295957
4	2	otherimages1	oi1scale	2	1	jiang.selfother1	10295957
4	3	otherimages1	oi1valRich	3	1	jiang.selfother1	10295957
4	3	otherimages1	oi1valRichrt	11216	1	jiang.selfother1	10295957
4	4	otherimages1	oi1cogaffRichrt	21687	1	jiang.selfother1	10295957
4	4	otherimages1	oi1cogaffRich	3	1	jiang.selfother1	10295957
4	5	otherimages1	oi1valNorth	6	1	jiang.selfother1	10295957
4	5	otherimages1	oi1valNorthrt	6832	1	jiang.selfother1	10295957
4	6	otherimages1	oi1cogaffNorth	6	1	jiang.selfother1	10295957
4	6	otherimages1	oi1cogaffNorthrt	7384	1	jiang.selfother1	10295957
6	1001	iatselfcog	block3Cond	Feeling/Other,Thinking/Self	1	jiang.selfother1	10295957
6	1002	iatselfcog	feedback	Your data suggest a strong automatic association for Other with Feeling and Self with Thinking.	1	jiang.selfother1	10295957
6	1003	iatselfcog	d	1.10	1	jiang.selfother1	10295957
2	0	realstart	commitrt	46359	1	jiang.selfother1	10295963
2	0	realstart	commit	I will complete this study with my full attention	1	jiang.selfother1	10295963
4	1	otherwords1	ow1choose	1	1	jiang.selfother1	10295963
4	1	otherwords1	ow1choosert	130080	1	jiang.selfother1	10295963
4	2	otherwords1	ow1scale	4	1	jiang.selfother1	10295963
4	2	otherwords1	ow1scalert	13112	1	jiang.selfother1	10295963
4	3	otherwords1	ow1valmaple	7	1	jiang.selfother1	10295963
4	3	otherwords1	ow1valmaplert	18397	1	jiang.selfother1	10295963
4	4	otherwords1	ow1cogaffmaple	6	1	jiang.selfother1	10295963
4	4	otherwords1	ow1cogaffmaplert	32331	1	jiang.selfother1	10295963
4	5	otherwords1	ow1valoak	6	1	jiang.selfother1	10295963
4	5	otherwords1	ow1valoakrt	19050	1	jiang.selfother1	10295963
4	6	otherwords1	ow1cogaffoak	5	1	jiang.selfother1	10295963
4	6	otherwords1	ow1cogaffoakrt	90743	1	jiang.selfother1	10295963
6	1001	iatselfcog	block3Cond	Feeling/Other,Thinking/Self	1	jiang.selfother1	10295963
6	1002	iatselfcog	feedback	Your data suggest a moderate automatic association for Other with Feeling and Self with Thinking.	1	jiang.selfother1	10295963
6	1003	iatselfcog	d	0.64	1	jiang.selfother1	10295963
2	0	realstart	commitrt	170545	1	jiang.selfother1	10295972
2	0	realstart	commit	I will complete this study with my full attention	1	jiang.selfother1	10295972
4	1	otherimages2	oi2choose	2	1	jiang.selfother1	10295972
4	1	otherimages2	oi2choosert	64755	1	jiang.selfother1	10295972
4	2	otherimages2	oi2scalert	31899	1	jiang.selfother1	10295972
4	2	otherimages2	oi2scale	2	1	jiang.selfother1	10295972
4	3	otherimages2	oi2valNorthrt	21491	1	jiang.selfother1	10295972
4	3	otherimages2	oi2valNorth	7	1	jiang.selfother1	10295972
4	4	otherimages2	oi2cogaffNorthrt	27474	1	jiang.selfother1	10295972
4	4	otherimages2	oi2cogaffNorth	4	1	jiang.selfother1	10295972
4	5	otherimages2	oi2valRichrt	10990	1	jiang.selfother1	10295972
4	5	otherimages2	oi2valRich	6	1	jiang.selfother1	10295972
4	6	otherimages2	oi2cogaffRichrt	12104	1	jiang.selfother1	10295972
4	6	otherimages2	oi2cogaffRich	4	1	jiang.selfother1	10295972
6	1001	iatselfcog	block3Cond	Feeling/Other,Thinking/Self	1	jiang.selfother1	10295972
6	1002	iatselfcog	feedback	Your data suggest little or no automatic association between Self and Other with Thinking and Feeling.	1	jiang.selfother1	10295972
6	1003	iatselfcog	d	-0.09	1	jiang.selfother1	10295972
2	0	realstart	commit	I will complete this study with my full attention.	1	jiang.selfother1	10295980
2	0	realstart	commitrt	231175	1	jiang.selfother1	10295980
4	1	selfwords2	sw2choose	1	1	jiang.selfother1	10295980
4	1	selfwords2	sw2choosert	72315	1	jiang.selfother1	10295980
4	2	selfwords2	sw2scalert	18733	1	jiang.selfother1	10295980
4	2	selfwords2	sw2scale	4	1	jiang.selfother1	10295980
4	3	selfwords2	sw2valoak	4	1	jiang.selfother1	10295980
4	3	selfwords2	sw2valoakrt	23288	1	jiang.selfother1	10295980
4	4	selfwords2	sw2cogaffoakrt	24534	1	jiang.selfother1	10295980
4	4	selfwords2	sw2cogaffoak	1	1	jiang.selfother1	10295980
4	5	selfwords2	sw2valmaple	4	1	jiang.selfother1	10295980
4	5	selfwords2	sw2valmaplert	9832	1	jiang.selfother1	10295980
4	6	selfwords2	sw2cogaffmaplert	8263	1	jiang.selfother1	10295980
4	6	selfwords2	sw2cogaffmaple	1	1	jiang.selfother1	10295980
6	1001	iatselfcog	block3Cond	Feeling/Other,Thinking/Self	1	jiang.selfother1	10295980
6	1002	iatselfcog	feedback	Your data suggest a moderate automatic association for Other with Thinking and Self with Feeling.	1	jiang.selfother1	10295980
6	1003	iatselfcog	d	-0.43	1	jiang.selfother1	10295980
2	0	realstart	commitrt	48555	1	jiang.selfother1	10295988
2	0	realstart	commit	I will complete this study with my full attention.	1	jiang.selfother1	10295988
4	1	selfwords1	sw1choosert	140978	1	jiang.selfother1	10295988
4	1	selfwords1	sw1choose	1	1	jiang.selfother1	10295988
4	2	selfwords1	sw1scalert	12699	1	jiang.selfother1	10295988
4	2	selfwords1	sw1scale	4	1	jiang.selfother1	10295988
4	3	selfwords1	sw1valmaplert	33664	1	jiang.selfother1	10295988
4	3	selfwords1	sw1valmaple	3	1	jiang.selfother1	10295988
4	4	selfwords1	sw1cogaffmaplert	21002	1	jiang.selfother1	10295988
4	4	selfwords1	sw1cogaffmaple	3	1	jiang.selfother1	10295988
4	5	selfwords1	sw1valoakrt	26496	1	jiang.selfother1	10295988
4	5	selfwords1	sw1valoak	3	1	jiang.selfother1	10295988
4	6	selfwords1	sw1cogaffoakrt	9391	1	jiang.selfother1	10295988
4	6	selfwords1	sw1cogaffoak	7	1	jiang.selfother1	10295988
6	1001	iatselfcog	block3Cond	Feeling/Other,Thinking/Self	1	jiang.selfother1	10295988
6	1002	iatselfcog	feedback	Your data suggest a moderate automatic association for Other with Feeling and Self with Thinking.	1	jiang.selfother1	10295988
6	1003	iatselfcog	d	0.46	1	jiang.selfother1	10295988
2	0	realstart	commitrt	27045	1	jiang.selfother1	10296005
2	0	realstart	commit	I will complete this study with my full attention	1	jiang.selfother1	10296005
4	1	selfimages2	si2choosert	52965	1	jiang.selfother1	10296005
4	1	selfimages2	si2choose	1	1	jiang.selfother1	10296005
4	2	selfimages2	si2scalert	7301	1	jiang.selfother1	10296005
4	2	selfimages2	si2scale	5	1	jiang.selfother1	10296005
4	3	selfimages2	si2valNorth	6	1	jiang.selfother1	10296005
4	3	selfimages2	si2valNorthrt	11109	1	jiang.selfother1	10296005
4	4	selfimages2	si2cogaffNorthrt	13060	1	jiang.selfother1	10296005
4	4	selfimages2	si2cogaffNorth	7	1	jiang.selfother1	10296005
4	5	selfimages2	si2valRich	6	1	jiang.selfother1	10296005
4	5	selfimages2	si2valRichrt	27873	1	jiang.selfother1	10296005
4	6	selfimages2	si2cogaffRichrt	19341	1	jiang.selfother1	10296005
4	6	selfimages2	si2cogaffRich	2	1	jiang.selfother1	10296005
6	1001	iatselfcog	block3Cond	Thinking/Other,Feeling/Self	1	jiang.selfother1	10296005
6	1002	iatselfcog	feedback	Your data suggest a strong automatic association for Other with Feeling and Self with Thinking.	1	jiang.selfother1	10296005
6	1003	iatselfcog	d	0.78	1	jiang.selfother1	10296005
2	0	realstart	commit	I will complete this study with my full attention.	1	jiang.selfother1	10296011
2	0	realstart	commitrt	42448	1	jiang.selfother1	10296011
2	0	realstart	commitrt	23610	1	jiang.selfother1	10296012
2	0	realstart	commit	I will complete this study with my full attention.	1	jiang.selfother1	10296012
4	1	otherimages2	oi2choose	2	1	jiang.selfother1	10296012
4	1	otherimages2	oi2choosert	31402	1	jiang.selfother1	10296012
4	2	otherimages2	oi2scalert	15939	1	jiang.selfother1	10296012
4	2	otherimages2	oi2scale	2	1	jiang.selfother1	10296012
4	3	otherimages2	oi2valNorthrt	11401	1	jiang.selfother1	10296012
4	3	otherimages2	oi2valNorth	7	1	jiang.selfother1	10296012
4	4	otherimages2	oi2cogaffNorth	6	1	jiang.selfother1	10296012
4	4	otherimages2	oi2cogaffNorthrt	24600	1	jiang.selfother1	10296012
4	5	otherimages2	oi2valRichrt	9393	1	jiang.selfother1	10296012
4	5	otherimages2	oi2valRich	6	1	jiang.selfother1	10296012
4	6	otherimages2	oi2cogaffRichrt	10535	1	jiang.selfother1	10296012
4	6	otherimages2	oi2cogaffRich	6	1	jiang.selfother1	10296012
6	1001	iatselfcog	block3Cond	Feeling/Other,Thinking/Self	1	jiang.selfother1	10296012
6	1002	iatselfcog	feedback	Your data suggest a moderate automatic association for Other with Thinking and Self with Feeling.	1	jiang.selfother1	10296012
6	1003	iatselfcog	d	-0.51	1	jiang.selfother1	10296012
2	0	realstart	commit	I will complete this study with my full attention	1	jiang.selfother1	10296018
2	0	realstart	commitrt	15374	1	jiang.selfother1	10296018
2	0	realstart	commitrt	34583	1	jiang.selfother1	10296028
2	0	realstart	commit	I will complete this study with my full attention	1	jiang.selfother1	10296028
4	1	selfwords2	sw2choose	2	1	jiang.selfother1	10296028
4	1	selfwords2	sw2choosert	91641	1	jiang.selfother1	10296028
4	2	selfwords2	sw2scale	2	1	jiang.selfother1	10296028
4	2	selfwords2	sw2scalert	11346	1	jiang.selfother1	10296028
4	3	selfwords2	sw2valoak	4	1	jiang.selfother1	10296028
4	3	selfwords2	sw2valoakrt	4162	1	jiang.selfother1	10296028
4	4	selfwords2	sw2cogaffoakrt	11546	1	jiang.selfother1	10296028
4	4	selfwords2	sw2cogaffoak	5	1	jiang.selfother1	10296028
4	5	selfwords2	sw2valmaplert	3634	1	jiang.selfother1	10296028
4	5	selfwords2	sw2valmaple	4	1	jiang.selfother1	10296028
4	6	selfwords2	sw2cogaffmaplert	12882	1	jiang.selfother1	10296028
4	6	selfwords2	sw2cogaffmaple	3	1	jiang.selfother1	10296028
6	1001	iatselfcog	block3Cond	Thinking/Other,Feeling/Self	1	jiang.selfother1	10296028
6	1002	iatselfcog	feedback	Your data suggest a moderate automatic association for Other with Thinking and Self with Feeling.	1	jiang.selfother1	10296028
6	1003	iatselfcog	d	-0.56	1	jiang.selfother1	10296028
2	0	realstart	commitrt	40918	1	jiang.selfother1	10296029
2	0	realstart	commit	I will complete this study with my full attention	1	jiang.selfother1	10296029
4	1	otherwords1	ow1choose	1	1	jiang.selfother1	10296029
4	1	otherwords1	ow1choosert	39743	1	jiang.selfother1	10296029
4	2	otherwords1	ow1scale	5	1	jiang.selfother1	10296029
4	2	otherwords1	ow1scalert	10346	1	jiang.selfother1	10296029
4	3	otherwords1	ow1valmaple	7	1	jiang.selfother1	10296029
4	3	otherwords1	ow1valmaplert	11106	1	jiang.selfother1	10296029
4	4	otherwords1	ow1cogaffmaple	3	1	jiang.selfother1	10296029
4	4	otherwords1	ow1cogaffmaplert	17018	1	jiang.selfother1	10296029
4	5	otherwords1	ow1valoak	6	1	jiang.selfother1	10296029
4	5	otherwords1	ow1valoakrt	6978	1	jiang.selfother1	10296029
4	6	otherwords1	ow1cogaffoak	6	1	jiang.selfother1	10296029
4	6	otherwords1	ow1cogaffoakrt	5066	1	jiang.selfother1	10296029
6	1001	iatselfcog	block3Cond	Feeling/Other,Thinking/Self	1	jiang.selfother1	10296029
6	1002	iatselfcog	feedback	Your data suggest little or no automatic association between Self and Other with Thinking and Feeling.	1	jiang.selfother1	10296029
6	1003	iatselfcog	d	-0.09	1	jiang.selfother1	10296029
2	0	realstart	commitrt	34525	1	jiang.selfother1	10296034
2	0	realstart	commit	I will complete this study with my full attention.	1	jiang.selfother1	10296034
4	1	selfimages1	si1choose	2	1	jiang.selfother1	10296034
4	1	selfimages1	si1choosert	23269	1	jiang.selfother1	10296034
4	2	selfimages1	si1scale	2	1	jiang.selfother1	10296034
4	2	selfimages1	si1scalert	4793	1	jiang.selfother1	10296034
4	3	selfimages1	si1valRichrt	10250	1	jiang.selfother1	10296034
4	3	selfimages1	si1valRich	7	1	jiang.selfother1	10296034
4	4	selfimages1	si1cogaffRich	3	1	jiang.selfother1	10296034
4	4	selfimages1	si1cogaffRichrt	45712	1	jiang.selfother1	10296034
4	5	selfimages1	si1valNorthrt	4873	1	jiang.selfother1	10296034
4	5	selfimages1	si1valNorth	7	1	jiang.selfother1	10296034
4	6	selfimages1	si1cogaffNorthrt	8474	1	jiang.selfother1	10296034
4	6	selfimages1	si1cogaffNorth	7	1	jiang.selfother1	10296034
6	1001	iatselfcog	block3Cond	Feeling/Other,Thinking/Self	1	jiang.selfother1	10296034
6	1002	iatselfcog	feedback	Your data suggest a slight automatic association for Other with Thinking and Self with Feeling.	1	jiang.selfother1	10296034
6	1003	iatselfcog	d	-0.30	1	jiang.selfother1	10296034
2	0	realstart	commitrt	37727	1	jiang.selfother1	10296036
2	0	realstart	commit	I will complete this study with my full attention.	1	jiang.selfother1	10296036
4	1	selfimages2	si2choose	2	1	jiang.selfother1	10296036
4	1	selfimages2	si2choosert	69414	1	jiang.selfother1	10296036
4	2	selfimages2	si2scalert	16066	1	jiang.selfother1	10296036
4	2	selfimages2	si2scale	3	1	jiang.selfother1	10296036
4	3	selfimages2	si2valNorthrt	10969	1	jiang.selfother1	10296036
4	3	selfimages2	si2valNorth	6	1	jiang.selfother1	10296036
4	4	selfimages2	si2cogaffNorthrt	25122	1	jiang.selfother1	10296036
4	4	selfimages2	si2cogaffNorth	7	1	jiang.selfother1	10296036
4	5	selfimages2	si2valRichrt	5977	1	jiang.selfother1	10296036
4	5	selfimages2	si2valRich	6	1	jiang.selfother1	10296036
4	6	selfimages2	si2cogaffRichrt	14057	1	jiang.selfother1	10296036
4	6	selfimages2	si2cogaffRich	2	1	jiang.selfother1	10296036
6	1001	iatselfcog	block3Cond	Feeling/Other,Thinking/Self	1	jiang.selfother1	10296036
6	1002	iatselfcog	feedback	Your data suggest a moderate automatic association for Other with Thinking and Self with Feeling.	1	jiang.selfother1	10296036
6	1003	iatselfcog	d	-0.41	1	jiang.selfother1	10296036
2	0	realstart	commitrt	41362	1	jiang.selfother1	10296044
2	0	realstart	commit	I will complete this study with my full attention.	1	jiang.selfother1	10296044
4	1	otherwords1	ow1choose	2	1	jiang.selfother1	10296044
4	1	otherwords1	ow1choosert	112900	1	jiang.selfother1	10296044
4	2	otherwords1	ow1scale	2	1	jiang.selfother1	10296044
4	2	otherwords1	ow1scalert	9257	1	jiang.selfother1	10296044
4	3	otherwords1	ow1valmaple	4	1	jiang.selfother1	10296044
4	3	otherwords1	ow1valmaplert	15753	1	jiang.selfother1	10296044
4	4	otherwords1	ow1cogaffmaplert	31248	1	jiang.selfother1	10296044
4	4	otherwords1	ow1cogaffmaple	4	1	jiang.selfother1	10296044
4	5	otherwords1	ow1valoakrt	4736	1	jiang.selfother1	10296044
4	5	otherwords1	ow1valoak	7	1	jiang.selfother1	10296044
4	6	otherwords1	ow1cogaffoakrt	7870	1	jiang.selfother1	10296044
4	6	otherwords1	ow1cogaffoak	6	1	jiang.selfother1	10296044
6	1001	iatselfcog	block3Cond	Feeling/Other,Thinking/Self	1	jiang.selfother1	10296044
6	1002	iatselfcog	feedback	Your data suggest a slight automatic association for Other with Feeling and Self with Thinking.	1	jiang.selfother1	10296044
6	1003	iatselfcog	d	0.24	1	jiang.selfother1	10296044
2	0	realstart	commit	I will complete this study with my full attention.	1	jiang.selfother1	10296049
2	0	realstart	commitrt	38407	1	jiang.selfother1	10296049
4	1	otherimages1	oi1choosert	15236	1	jiang.selfother1	10296049
4	1	otherimages1	oi1choose	1	1	jiang.selfother1	10296049
4	2	otherimages1	oi1scalert	7874	1	jiang.selfother1	10296049
4	2	otherimages1	oi1scale	5	1	jiang.selfother1	10296049
4	3	otherimages1	oi1valRich	7	1	jiang.selfother1	10296049
4	3	otherimages1	oi1valRichrt	8929	1	jiang.selfother1	10296049
4	4	otherimages1	oi1cogaffRichrt	21914	1	jiang.selfother1	10296049
4	4	otherimages1	oi1cogaffRich	2	1	jiang.selfother1	10296049
4	5	otherimages1	oi1valNorth	7	1	jiang.selfother1	10296049
4	5	otherimages1	oi1valNorthrt	9234	1	jiang.selfother1	10296049
4	6	otherimages1	oi1cogaffNorthrt	6634	1	jiang.selfother1	10296049
4	6	otherimages1	oi1cogaffNorth	6	1	jiang.selfother1	10296049
6	1001	iatselfcog	block3Cond	Thinking/Other,Feeling/Self	1	jiang.selfother1	10296049
6	1002	iatselfcog	feedback	Your data suggest little or no automatic association between Self and Other with Thinking and Feeling.	1	jiang.selfother1	10296049
6	1003	iatselfcog	d	0.12	1	jiang.selfother1	10296049
2	0	realstart	commitrt	64335	1	jiang.selfother1	10296064
2	0	realstart	commit	"I will complete this study with my full attention."	1	jiang.selfother1	10296064
4	1	selfimages1	si1choosert	36124	1	jiang.selfother1	10296064
4	1	selfimages1	si1choose	1	1	jiang.selfother1	10296064
4	2	selfimages1	si1scalert	16682	1	jiang.selfother1	10296064
4	2	selfimages1	si1scale	4	1	jiang.selfother1	10296064
4	3	selfimages1	si1valRich	5	1	jiang.selfother1	10296064
4	3	selfimages1	si1valRichrt	10443	1	jiang.selfother1	10296064
4	4	selfimages1	si1cogaffRichrt	25897	1	jiang.selfother1	10296064
